model,term,Estimate,Std. Error,z value,p_value,p_display,sig,significant_0_05
medication_type_aoi,fix.Q:medication_type_groupOther/multiple medication,0.2356493440604244,0.1903351097232694,1.2380760670116928,0.21568785709641705,0.216,,FALSE
medication_type_aoi,fix.C:medication_type_groupOther/multiple medication,-0.5578772869913047,0.19958604689046694,-2.7951717852173723,0.005187214360130625,0.005,**,TRUE
medication_type_medication,(Intercept),-1.1494170097479295,0.16764161840406724,-6.856394138223393,7.062036844065594e-12,<0.001,***,TRUE
medication_type_medication,fix.L,1.1230260477084637,0.21472687474474156,5.230020923293699,1.694908556951937e-7,<0.001,***,TRUE
medication_type_medication,fix.Q,1.1933997598012072,0.23161128630367514,5.152597608030601,2.569028237600043e-7,<0.001,***,TRUE
medication_type_medication,fix.C,0.5798725991198165,0.2469825085404788,2.347828607566269,0.01888320818392633,0.019,*,TRUE
medication_type_medication,medicationNAL/PLA,0.07013031353304404,0.18506334133153185,0.37895302780364826,0.7047227452141014,0.705,,FALSE
medication_type_medication,medicationPLA/OXT,-0.05196126585950433,0.18624143808210777,-0.27899948794744756,0.7802452177276122,0.780,,FALSE
medication_type_medication,medicationPLA/PLA,-0.008949064278722834,0.1877654784467144,-0.047660860520015516,0.961986527413288,0.962,,FALSE
medication_type_medication,Sexm,0.028503031713296555,0.09194876289777856,0.3099882022880938,0.7565699279743521,0.757,,FALSE
medication_type_medication,sessionsession_2,0.012742610598610218,0.1167072681911991,0.10918437896887676,0.9130562500084917,0.913,,FALSE
medication_type_medication,sessionsession_3,0.030843075653434224,0.12626623562794403,0.24427017642559964,0.8070215797237997,0.807,,FALSE
medication_type_medication,sessionsession_4,0.0474353070303246,0.1199553791941637,0.3954412661523437,0.692517259466543,0.693,,FALSE
medication_type_medication,medication_type_groupSSRI/SNRI only,-0.25126340733329844,0.22867256130291486,-1.0987912406353741,0.2718591337718123,0.272,,FALSE
medication_type_medication,medication_type_groupOther/multiple medication,-0.038388376579136234,0.18914820653200506,-0.20295395490647003,0.8391710218126671,0.839,,FALSE
